time_hours,Reliability,P_fail,P_H,P_M,P_C,P_Q,P_MC,P_QM,P_QC,P_F
173.5,1.0,0.0,5.208621627252093e-50,2.5692909556227692e-52,3.8468297806226467e-53,8.536332327842444e-55,1.675730784774039e-55,4.552673039906148e-61,1.0,0.0
174.0,1.0,0.0,3.473246556780798e-50,1.7181447663517568e-52,2.5723162211069956e-53,5.692637105433205e-55,1.1233383539200429e-55,3.0360481023066145e-61,1.0,0.0
174.5,1.0,0.0,2.316052596539627e-50,1.1489539777995011e-52,1.7200543048603051e-53,3.796257651413789e-55,7.530256923689609e-56,2.024654068832703e-61,1.0,0.0
175.0,1.0,0.0,1.5444050810230129e-50,7.683196616682398e-53,1.1501550649672112e-53,2.5316161483280464e-55,5.047797333831923e-56,1.350184161255809e-61,1.0,0.0
175.5,1.0,0.0,1.0298501242387002e-50,5.137806172278526e-53,7.690721594988159e-54,1.6882627186369018e-55,3.383662009796259e-56,9.00399372176889e-62,1.0,0.0
176.0,1.0,0.0,6.867312801716058e-51,3.4356582725929764e-53,5.1424995244081574e-54,1.125854321425999e-55,2.2681147908337147e-56,6.004506979010775e-62,1.0,0.0
176.5,1.0,0.0,4.579305668528758e-51,2.297411017549752e-53,3.438570448711205e-54,7.508001730779907e-56,1.5203238762273118e-56,4.004234658723382e-62,1.0,0.0
177.0,1.0,0.0,3.053602043666841e-51,1.5362572787962457e-53,2.299207189797248e-54,5.006872416385723e-56,1.0190612104338266e-56,2.6703100037877595e-62,1.0,0.0
177.5,1.0,0.0,2.036222544646618e-51,1.0272726894039525e-53,1.5373573444193098e-54,3.338940514542133e-56,6.83057925340306e-57,1.7807536416128253e-62,1.0,0.0
178.0,1.0,0.0,1.3578070069498268e-51,6.869167162291197e-54,1.0279407911619091e-54,2.22664424603083e-56,4.578338998113871e-57,1.1875338437467555e-62,1.0,0.0
178.5,1.0,0.0,9.054215969512343e-52,4.593238552825103e-54,6.87318364661244e-55,1.4848855590383976e-56,3.068679588649022e-57,7.919324627775324e-63,1.0,0.0
179.0,1.0,0.0,6.037590497248155e-52,3.071358488589419e-54,4.595622951031597e-55,9.902278314013394e-57,2.0567824964793403e-57,5.281171758626574e-63,1.0,0.0
179.5,1.0,0.0,4.026024907645818e-52,2.0537076963016182e-54,3.0727515328752295e-55,6.603546940331027e-57,1.3785370846559467e-57,3.521862809909935e-63,1.0,0.0
180.0,1.0,0.0,2.684659809964304e-52,1.3732303128444013e-54,2.054504656384216e-55,4.4037170444017296e-57,9.239358961419381e-58,2.348629831409357e-63,1.0,0.0
180.5,1.0,0.0,1.7902021126471457e-52,9.182158423781602e-55,1.3736733287800104e-55,2.936713224424888e-57,6.192393768541118e-58,1.566234215155828e-63,1.0,0.0
181.0,1.0,0.0,1.1937540809570639e-52,6.139639186027328e-55,9.184520145310093e-56,1.9584102238588584e-57,4.150196545372215e-58,1.0444768950934165e-63,1.0,0.0
181.5,1.0,0.0,7.960267702368227e-53,4.105231031697224e-55,6.140817112234473e-56,1.3060078653704693e-57,2.7814558833257152e-58,6.965318237439371e-64,1.0,0.0
182.0,1.0,0.0,5.30811688137348e-53,2.7449160159586248e-55,4.105750561271826e-56,8.709393506280251e-58,1.8640996962579763e-58,4.644971844558336e-64,1.0,0.0
182.5,1.0,0.0,3.5395926217330046e-53,1.835343008377711e-55,2.745084275766002e-56,5.808045767319087e-58,1.2492794031305807e-58,3.097599061758583e-64,1.0,0.0
183.0,1.0,0.0,2.3602939060725636e-53,1.227162746037388e-55,1.8353358367937933e-56,3.873219794106466e-58,8.372276143030976e-59,2.065700327092441e-64,1.0,0.0
183.5,1.0,0.0,1.5739063554482416e-53,8.205099303625796e-56,1.2270779909673016e-56,2.5829396040704274e-58,5.61075189152108e-59,1.3775565258109194e-64,1.0,0.0
184.0,1.0,0.0,1.0495223536980185e-53,5.486082020144183e-56,8.203998369712097e-57,1.7224885989427772e-58,3.7600374972999076e-59,9.186530782602762e-65,1.0,0.0
184.5,1.0,0.0,6.998492426813582e-54,3.668069402758746e-56,5.484988969974617e-57,1.14867840554992e-58,2.51974686519182e-59,6.126234782938087e-65,1.0,0.0
185.0,1.0,0.0,4.6667797094162587e-54,2.4525033139118365e-56,3.6671000876335977e-57,7.660207841012457e-59,1.6885553921440262e-59,4.0854108211867165e-65,1.0,0.0
185.5,1.0,0.0,3.1119320459328146e-54,1.639753208455665e-56,2.4516958808881756e-57,5.108373530921779e-59,1.1315334728286329e-59,2.724443645207707e-65,1.0,0.0
186.0,1.0,0.0,2.0751185317283653e-54,1.096337377333433e-56,1.6391068956193202e-57,3.4066281792283276e-59,7.582514139524663e-60,1.8168535386289731e-65,1.0,0.0
186.5,1.0,0.0,1.3837438790960844e-54,7.330047922098739e-57,1.0958341243847277e-57,2.2717828627583257e-59,5.081042356289376e-60,1.2116076455050573e-65,1.0,0.0
187.0,1.0,0.0,9.227169887693532e-55,4.9007921731443714e-57,7.326207972402239e-58,1.5149869772194073e-59,3.404757604895576e-60,8.079864677307041e-66,1.0,0.0
187.5,1.0,0.0,6.1529207407931214e-55,3.2765941618897624e-57,4.897907311362098e-58,1.0103014498119154e-59,2.281462906699634e-60,5.388230492073847e-66,1.0,0.0
188.0,1.0,0.0,4.10293016203969e-55,2.1906648113228474e-57,3.274453250933203e-58,6.737411115694842e-60,1.5287430266957655e-60,3.59325666041792e-66,1.0,0.0
188.5,1.0,0.0,2.735942266079817e-55,1.4646239771091006e-57,2.1890917085978457e-58,4.4929865368598743e-60,1.0243525714737295e-60,2.396239976580097e-66,1.0,0.0
189.0,1.0,0.0,1.8243986097001357e-55,9.79204254085745e-58,1.4634775455295562e-58,2.996244030073859e-60,6.863701115734592e-61,1.597983811027257e-66,1.0,0.0
189.5,1.0,0.0,1.2165572089519693e-55,6.546624089347804e-58,9.783745170993464e-59,1.9981093045804944e-60,4.59897687870659e-61,1.0656496267595793e-66,1.0,0.0
190.0,1.0,0.0,8.1123249863485985e-56,4.3768180578645705e-58,6.540654057967794e-59,1.3324818392699327e-60,3.0814709771352638e-61,7.106512022615386e-67,1.0,0.0
190.5,1.0,0.0,5.409512696967958e-56,2.9261499356111412e-58,4.372544319990004e-59,8.885939480277981e-61,2.0646619868767103e-61,4.739129202686251e-67,1.0,0.0
191.0,1.0,0.0,3.607206031304338e-56,1.956282932307948e-58,2.923104021326567e-59,5.925778302499383e-61,1.3833558099921118e-61,3.160389417532641e-67,1.0,0.0
191.5,1.0,0.0,2.4053803144914714e-56,1.307867597678443e-58,1.9541205224409608e-59,3.9517316366182875e-61,9.268574017204779e-62,2.107573090078582e-67,1.0,0.0
192.0,1.0,0.0,1.6039711641452786e-56,8.743653408996269e-59,1.3063377041020938e-59,2.6352964937429874e-61,6.209920854299737e-62,1.4054800539007227e-67,1.0,0.0
192.5,1.0,0.0,1.0695703627031085e-56,5.845466057724051e-59,8.732862736582517e-60,1.7574036357336935e-61,4.160575018617285e-62,9.372743336510639e-68,1.0,0.0
193.0,1.0,0.0,7.132177849234975e-57,3.9078908237933697e-59,5.83787615274561e-60,1.1719620610538114e-61,2.787499698120152e-62,6.25041362877726e-68,1.0,0.0
193.5,1.0,0.0,4.7559246821836226e-57,2.6125390260010257e-59,3.9025655585024575e-60,7.81547865217038e-62,1.8675425742172412e-62,4.1682214871816404e-68,1.0,0.0
194.0,1.0,0.0,3.1713762697363994e-57,1.7465468972152474e-59,2.608811132087349e-60,5.211918374049881e-62,1.251181843906418e-62,2.7796672727932527e-68,1.0,0.0
194.5,1.0,0.0,2.114757511178526e-57,1.1676020042328282e-59,1.7439426021308807e-60,3.4756787261758314e-62,8.382327527799517e-63,1.8536803045747677e-68,1.0,0.0
195.0,1.0,0.0,1.4101761981897268e-57,7.80560449767996e-60,1.1657860827372017e-60,2.317830332085841e-62,5.615689910129978e-63,1.2361661675778901e-68,1.0,0.0
195.5,1.0,0.0,9.403427577058767e-58,5.218136043487331e-60,7.792964389544987e-61,1.5456944734645127e-62,3.7621485538480356e-63,8.24363713603963e-69,1.0,0.0
196.0,1.0,0.0,6.2704540262771185e-58,3.48836091856164e-60,5.209351683222842e-61,1.0307792378503133e-62,2.52036314430573e-63,5.497444792113305e-69,1.0,0.0
196.5,1.0,0.0,4.1813044630214635e-58,2.3319788162480408e-60,3.4822651669284225e-61,6.873970539353181e-63,1.6884363267634266e-63,3.6660879735151503e-69,1.0,0.0
197.0,1.0,0.0,2.7882043212847477e-58,1.5589241248417057e-60,2.3277545757874127e-61,4.5840533843927284e-63,1.1310991360376938e-63,2.444808709014099e-69,1.0,0.0
197.5,1.0,0.0,1.8592483293152228e-58,1.0421315820044354e-60,1.5560005391385257e-61,3.0569734211175597e-63,7.577240962419167e-64,1.6303726510372502e-69,1.0,0.0
198.0,1.0,0.0,1.2397959230149325e-58,6.966543507404974e-61,1.0401105824371269e-61,2.038607674745928e-63,5.075934378381524e-64,1.0872486451931196e-69,1.0,0.0
198.5,1.0,0.0,8.267286873349368e-59,4.6570337002256574e-61,6.952588389782377e-62,1.359488827849128e-63,3.400285631659797e-64,7.250548546515969e-70,1.0,0.0
199.0,1.0,0.0,5.512845378620556e-59,3.11314000492438e-61,4.647407649084133e-62,9.066039919418981e-64,2.27776717698772e-64,4.835182271405156e-70,1.0,0.0
199.5,1.0,0.0,3.6761109943515693e-59,2.0810627827790962e-61,3.1065065788477564e-62,6.0458811705885e-64,1.5258007249120478e-64,3.2244439480926154e-70,1.0,0.0
200.0,1.0,0.0,2.4513279649018473e-59,1.391134063207557e-61,2.0764958155323216e-62,4.0318241608448495e-64,1.022070579477038e-64,2.1502888814706913e-70,1.0,0.0
200.5,1.0,0.0,1.6346102717635066e-59,9.299296029837538e-62,1.3879925333262937e-62,2.688707477823886e-64,6.846341663061866e-65,1.4339657644482054e-70,1.0,0.0
201.0,1.0,0.0,1.0900013294066718e-59,6.216249834526673e-62,9.277703731795038e-63,1.7930216065835214e-64,4.585966606812514e-65,9.562704863895341e-71,1.0,0.0
201.5,1.0,0.0,7.268416934799521e-60,4.155317003055334e-62,6.201420547880786e-63,1.1957144756021162e-64,3.071834915609644e-65,6.377092517411342e-71,1.0,0.0
202.0,1.0,0.0,4.846772505024167e-60,2.7776478660914143e-62,4.1451399232420606e-63,7.973875432789193e-65,2.0575933535711887e-65,4.252699333264508e-71,1.0,0.0
202.5,1.0,0.0,3.2319559989724467e-60,1.8567248648514385e-62,2.7706683703476773e-63,5.317547803089585e-65,1.378211731428225e-65,2.8360026771175964e-71,1.0,0.0
203.0,1.0,0.0,2.1551536756606863e-60,1.2411242799143105e-62,1.85194145015623e-63,3.546119401352527e-65,9.231389605839353e-66,1.8912484706349583e-71,1.0,0.0
203.5,1.0,0.0,1.4371134282739237e-60,8.296221820923037e-63,1.2378480136271237e-63,2.3648048231632217e-65,6.183195653228182e-66,1.2612191001797814e-71,1.0,0.0
204.0,1.0,0.0,9.583052146349105e-61,5.545526918361215e-63,8.273795369286423e-64,1.5770201639886904e-65,4.141462121464078e-66,8.410706623794971e-72,1.0,0.0
204.5,1.0,0.0,6.39023243627655e-61,3.706830017138028e-63,5.530184484267309e-64,1.0516692752927303e-65,2.773889904604255e-66,5.608857750890545e-72,1.0,0.0
205.0,1.0,0.0,4.2611758723652594e-61,2.47776394269297e-63,3.6963396283077336e-64,7.013279091815038e-66,1.8578882737782574e-66,3.7403854854770766e-72,1.0,0.0
205.5,1.0,0.0,2.84146468791171e-61,1.656206949972679e-63,2.4705948689370025e-64,4.6769535175652e-66,1.2443565549548233e-66,2.494355191682026e-72,1.0,0.0
206.0,1.0,0.0,1.8947637493703308e-61,1.1070486484431607e-63,1.6513100809507006e-64,3.1189253580847796e-66,8.334220448554475e-67,1.663413514136333e-72,1.0,0.0
