time_hours,Reliability,P_fail,P_H,P_M,P_C,P_Q,P_MC,P_QM,P_QC,P_F
16.5,0.999066190443828,0.0009338095561719032,0.9985029217413525,0.0004739058010062956,7.226238211413304e-05,1.6013101744241366e-05,3.387751830730132e-08,8.780748949646217e-12,1.0535313119359764e-06,0.0009338095561719032
17.0,0.9990378879148237,0.0009621120851762304,0.998457590737727,0.00048822623685432746,7.44416395683221e-05,1.6013503823254127e-05,3.5942048796480056e-08,8.751822932098877e-12,1.5798460503007408e-06,0.0009621120851762304
17.5,0.9990098474497339,0.0009901525502660786,0.9984122617920823,0.0005025443030725289,7.662028044982735e-05,1.601390577035487e-05,3.806645314245463e-08,8.726427578310186e-12,2.369093179335374e-06,0.0009901525502660786
18.0,0.9989822004026314,0.001017799597368531,0.998366934904325,0.0005168599999746342,7.879830490940941e-05,1.6014307585499845e-05,4.025063141353976e-08,8.704135095686032e-12,3.5526265012950986e-06,0.001017799597368531
18.5,0.998955143748342,0.0010448562516579124,0.9983216100743618,0.0005311733278743382,8.097571309779292e-05,1.601470926864542e-05,4.249448382419813e-08,8.684569524049705e-12,5.327420571066438e-06,0.0010448562516579124
19.0,0.9989289728647702,0.001071027135229727,0.9982762873020992,0.0005454842870852971,8.315250516566659e-05,1.6015110819748043e-05,4.479791073483023e-08,8.667400455496645e-12,7.988853022235945e-06,0.001071027135229727
19.5,0.9989041306923753,0.001095869307624693,0.9982309665874435,0.0005597928779211281,8.532868126368314e-05,1.6015512238764296e-05,4.716081265156447e-08,8.652337515167272e-12,1.1979864043060192e-05,0.001095869307624693
20.0,0.9988812814523715,0.0011187185476285043,0.998185647930302,0.0005740991006954096,8.750424154245946e-05,1.6015913525650852e-05,4.95830902260477e-08,8.639125510743171e-12,1.7964674576711178e-05,0.0011187185476285043
20.5,0.998861421192517,0.0011385788074830456,0.9981403313305803,0.0005884029557216806,8.967918615257638e-05,1.6016314680364483e-05,5.2064644255235805e-08,8.627540169642464e-12,2.6939332110062515e-05,0.0011385788074830456
21.0,0.9988460435585429,0.0011539564414571235,0.9980950167881859,0.000602704443313442,9.185351524457891e-05,1.601671570286209e-05,5.4605375681184944e-08,8.61738439270724e-12,4.03974821029659e-05,0.0011539564414571235
21.5,0.9988373883804368,0.0011626116195632078,0.998049704303025,0.0006170035637841548,9.40272289689761e-05,1.6017116593100655e-05,5.720518559084272e-08,8.608484961803565e-12,6.0578954271510616e-05,0.0011626116195632078
22.0,0.9988388144456067,0.0011611855543932387,0.998004393875004,0.0006313003174472413,9.620032747624106e-05,1.6017517351037274e-05,5.98639752158399e-08,8.600689646336936e-12,9.084253575222012e-05,0.0011611855543932387
22.5,0.9988553584992821,0.0011446415007179528,0.99795908550403,0.0006455947046160857,9.837281091681116e-05,1.6017917976629162e-05,6.25816459322824e-08,8.59386466034955e-12,0.00013622497150273023,0.0011446415007179528
23.0,0.9988945735061638,0.001105426493836177,0.9979137791900092,0.0006598867256040323,0.0001005446794410877,1.6018318469833612e-05,6.535809926054339e-08,8.587892427721992e-12,0.00020427922595249502,0.001105426493836177
23.5,0.9989677856845779,0.0010322143154220993,0.9978684749328485,0.0006741763807243869,0.0001027159331994362,1.6018718830608042e-05,6.819323686505596e-08,8.58266961814871e-12,0.00030633151715552074,0.0010322143154220993
24.0,0.999091979520372,0.0009080204796279871,0.9978231727324542,0.0006884636702904164,0.00010488657234218632,1.6019119058909975e-05,7.108696055410592e-08,8.578105421079612e-12,0.00045936633068764746,0.0009080204796279871
24.5,0.9992926244819937,0.0007073755180063092,0.9977778725887332,0.0007027485946153488,0.00010705659701963182,1.601951915469703e-05,7.403917227962488e-08,8.574120028795171e-12,0.0006888531347244306,0.0007073755180063092
25.0,0.9996079138847994,0.00039208611520053855,0.997732574501592,0.0007170311540123731,0.00010922600738203064,1.6019919117926926e-05,7.704977413698376e-08,8.570643303276006e-12,0.0010329852443503374,0.00039208611520053855
25.5,1.0,0.0,0.9975923861109085,0.0007312417920695008,0.0001113842085604694,1.6018795218721264e-05,8.011104809169331e-08,8.566798718919425e-12,0.0015488889736278205,0.0
26.0,1.0,0.0,0.9968045361689417,0.0007449633110569367,0.00011346765784531468,1.600727041135998e-05,8.317587854910133e-08,8.55778708244102e-12,0.0023209424073083957,0.0
26.5,1.0,0.0,0.9956335612110762,0.0007583693379616934,0.00011550281246696706,1.5989590882281074e-05,8.626085954026488e-08,8.54583499341236e-12,0.0034764907782075275,0.0
27.0,1.0,0.0,0.9938908248296651,0.000771297001213331,0.0001174648763293931,1.5962725673362435e-05,8.93450649170748e-08,8.529282958968134e-12,0.005204361213524687,0.0
27.5,1.0,0.0,0.9912968660559629,0.0007835008243866686,0.00011931647954803042,1.5922184152678455e-05,9.239646914850451e-08,8.505697749984579e-12,0.007784302050974896,0.0
28.0,1.0,0.0,0.9874401897857685,0.0007946130536549665,0.00012100164089423145,1.586135354808751e-05,9.536632662588866e-08,8.471518403493208e-12,0.0116282387913361,0.0
28.5,1.0,0.0,0.9817204378136033,0.0008040876479325144,0.00012243724470080832,1.5770585288131647e-05,9.818106192657542e-08,8.421568337871874e-12,0.017337168518991912,0.0
29.0,1.0,0.0,0.9732738122823744,0.0008111245912940995,0.00012350152463663368,1.563599583664134e-05,1.0073101944437097e-07,8.348415298176243e-12,0.025775824866490403,0.0
29.5,1.0,0.0,0.9608834837827762,0.0008145750639810248,0.00012401963722957906,1.5438025778252014e-05,1.0285585554374811e-07,8.241602513507967e-12,0.038162380626137825,0.0
30.0,1.0,0.0,0.9428899882505906,0.0008128389014664497,0.00012374806637323565,1.514999811720224e-05,1.0432776452487394e-07,8.086879664921184e-12,0.05615817044760129,0.0
30.5,1.0,0.0,0.9171417163215559,0.0008037894895957172,0.00012236320998087354,1.4737320205094495e-05,1.0483701435089805e-07,7.86577748644168e-12,0.08191728881378221,0.0
31.0,1.0,0.0,0.8810670005770047,0.0007848027209073436,0.00011946581125493216,1.4158639396984009e-05,1.039903483404317e-07,7.556224879662512e-12,0.1180144682535315,0.0
31.5,1.0,0.0,0.8319963780744426,0.0007530185854739366,0.00011462079888908978,1.3371019765047088e-05,1.0134107049370016e-07,7.135311199291497e-12,0.16712251017322358,0.0
